,id,date_review_posted,review_title,review,verified_purchase,people_find_helpful,ratings,product_url,start,end,author,product_category
0,AGMPMZUFMEOX72BJQHQ5ZEAF6XVA,"July 12, 2020",Love it!!,It's absolutely perfect! Beautiful screen and amazing speed. I definitely do not regret buying it!!,yes,6,5.0,https://www.amazon.ca/Acer-Aspire-Celeron-Windows-A115-31-C2Y3/dp/B086XXW87C/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:05:06.832611,2020-09-14 00:05:14.165929,Arwinn,Electronics
1,AGMPMZUFMEOX72BJQHQ5ZEAF6XVA,"July 12, 2020",Beautiful choker. It's just a little too small for me,My roommate ended up loving though haha,yes,0,4.0,https://www.amazon.ca/Cupimatch-Gothic-Adjustable-Leather-Necklace/dp/B01MYV2UVN/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:05:21.242695,2020-09-14 00:05:29.479504,Arwinn,Electronics
2,AGMPMZUFMEOX72BJQHQ5ZEAF6XVA,"May 10, 2020",Awesome!,It fit my cat perfectly!,yes,0,5.0,https://www.amazon.ca/BVAGSS-Puppy-Harness-Adjustable-Walking/dp/B07S6M42S6/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:05:38.590108,2020-09-14 00:05:44.903591,Arwinn,Electronics
3,AGMPMZUFMEOX72BJQHQ5ZEAF6XVA,"March 9, 2020",Love it~,"Absolutely beautiful, my cat loves it!",yes,0,5.0,https://www.amazon.ca/SONGMICS-Multi-Level-Sisal-Covered-Scratcher-Scratching/dp/B071CFXMZG/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:05:52.019951,2020-09-14 00:05:59.331021,Arwinn,Electronics
4,AGMPMZUFMEOX72BJQHQ5ZEAF6XVA,"February 18, 2020",Yes,It definitely fits but it is more on the right side. Still love it though! Super comfy,yes,0,5.0,https://www.amazon.ca/BIKETAFUWY-Vintage-Medieval-Sweater-Outerwear/dp/B07XTF8MV1/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:06:08.444881,2020-09-14 00:06:17.749441,Arwinn,Electronics
5,AGMPMZUFMEOX72BJQHQ5ZEAF6XVA,"April 18, 2019",Why is there an umbrella????,What??????????,no,0,5.0,https://www.amazon.ca/iMucci-Custom-Stainless-Engraved-Personalized/dp/B06XPW5Y6D/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:06:24.838422,2020-09-14 00:06:32.067999,Arwinn,Electronics
6,AGMPMZUFMEOX72BJQHQ5ZEAF6XVA,"June 15, 2018",Five Stars,If I could give this more than 5 stars I would,yes,0,5.0,https://www.amazon.ca/HV-MS672-3200DPI-Adjustable-Circular-Breathing/dp/B00KKAQYXM/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:06:39.171493,2020-09-14 00:06:46.446127,Arwinn,Electronics
7,AGMPMZUFMEOX72BJQHQ5ZEAF6XVA,"June 15, 2018",Five Stars,"I love it! I will admit , it is a little hard to breath but it works haha",yes,0,5.0,https://www.amazon.ca/dp/B07B9CPW75/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:06:55.532211,2020-09-14 00:07:02.839509,Arwinn,Electronics
8,AGMPMZUFMEOX72BJQHQ5ZEAF6XVA,"October 4, 2017",Absolutely love it. Perfect fit,Absolutely love it. Perfect fit. But what is the awkward rock this? Is it just a rock or a seed? My girlfriend thinks it's a seed.,yes,One,5.0,https://www.amazon.ca/Matching-Titanium-Stainless-Tungsten-Available/dp/B00D5V9CQ4/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:07:10.933986,2020-09-14 00:07:17.223971,Arwinn,Electronics
9,AGMPMZUFMEOX72BJQHQ5ZEAF6XVA,"September 18, 2017",Five Stars,Blue.,yes,0,5.0,https://www.amazon.ca/Parker-Super-Permanent-Bottle-1950377/dp/B0016OTAIM/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:07:27.308824,2020-09-14 00:07:34.622758,Arwinn,Electronics
10,AGMPMZUFMEOX72BJQHQ5ZEAF6XVA,"September 18, 2017",LOVE IT.,This is absolutely amazing and very easy to write with. I love it. It is beautiful and feels nice to hold. Was a little surprised on the thickness but I love it and do NOT. Regret buying it. (I NEED MORE.),yes,One,5.0,https://www.amazon.ca/BTSKY-Handmade-Signature-Decoration-Christmas/dp/B073GWTRMD/ref=cm_cr_srp_d_product_top?ie=UTF8,2020-09-14 00:07:42.723472,2020-09-14 00:07:50.060631,Arwinn,Electronics
